Ladungsmenge Q,Abstand R,einfallender Spitzenüberdruck Pso,reflektierter Spitzenüberdruck Pr,einfallender Impuls is,reflektierter Impuls ir,Schockwellengeschwindigkeit u,Ankunftszeit ta,Dauer der Druckphase td,einfallender Spitzenüberdruck Pso,reflektierter Spitzenüberdruck Pr,einfallender Impuls is,reflektierter Impuls ir,Schockwellengeschwindigkeit u,Ankunftszeit ta,Dauer der Druckphase td
13,1.9,1489.2515,9130.301334,459.1289815,1744.409496,1247.950783,0.843233964,3.261445386,2093.971601,14073.57028,477.1340466,2785.030002,1464.35141,0.751967294,1.977957837
13,2,1333.706161,7925.099181,452.3798921,1628.201493,1186.475824,0.926396413,3.686862782,1892.31435,12401.64147,498.6909797,2593.951404,1396.522304,0.822934742,2.341563621
13,2.1,1199.532054,6913.282546,442.3284869,1525.616904,1130.661387,1.013609195,3.9075039,1715.247718,10962.24109,521.9474669,2425.638014,1333.862832,0.897299744,2.763140366
13,2.2,1083.198512,6059.264621,430.315784,1434.468784,1079.866981,1.104850526,4.074325663,1559.233803,9718.933044,546.8030534,2276.395301,1275.927666,0.975074034,3.244466161
13,2.3,981.8466621,5334.753079,417.2800196,1353.005308,1033.536916,1.200093606,4.181361333,1421.323619,8641.703088,559.1243131,2143.269844,1222.316401,1.056264161,3.784928459
13,2.4,893.1460429,4717.113488,403.8596574,1279.808111,991.1874065,1.299307124,4.24859383,1299.043361,7705.657835,552.1678839,2023.875059,1172.666362,1.14087182,4.270758658
13,2.5,815.1849344,4188.130264,390.4770685,1213.717594,952.3959556,1.402455718,4.281934337,1190.306434,6890.035667,542.7327323,1916.263383,1126.647594,1.228894159,4.622652617
13,2.6,746.3857886,3733.061297,377.4022753,1153.777255,916.7925318,1.509500397,4.284982104,1093.344373,6177.440373,531.6168385,1818.831207,1083.959165,1.32032409,4.840646735
13,2.7,685.4395045,3339.911464,364.7997195,1099.191661,884.0521859,1.620398934,4.262966842,1006.651932,5553.237865,519.4312012,1730.247228,1044.32628,1.415150575,4.986221414
13,2.8,631.2539758,2998.870638,352.7617749,1049.294349,853.888834,1.735106226,4.222913677,928.9429486,5005.075077,506.6360208,1649.397813,1007.49789,1.513358915,5.088240219
13,2.9,582.9135367,2701.876218,341.3323874,1003.523037,826.0499958,1.853574626,4.172485154,859.1145717,4522.492261,493.5725394,1575.344884,973.244635,1.614931013,5.157958764
13,3,539.6467892,2442.270582,330.5235599,961.4002841,800.3123257,1.975754253,4.118764868,796.21803,4096.607873,480.489653,1507.293111,941.3569988,1.719845633,5.199377438
13,3.1,500.8009224,2214.531359,320.3267451,922.5182742,776.4778021,2.101593271,4.067471191,739.4345995,3719.860712,467.5654455,1444.564127,911.6436395,1.828078643,5.21478365
13,3.2,465.8210962,2014.057903,310.7206535,886.5267221,754.3704687,2.231038154,4.022656004,688.0557295,3385.797708,454.9242436,1386.576084,883.9298488,1.939603253,5.207099648
13,3.3,434.2337968,1837.001396,301.6765562,853.1231996,733.8336401,2.364033922,3.986762688,641.4665257,3088.898481,442.6499222,1332.827306,858.0561298,2.054390231,5.180424316
13,3.4,405.6333297,1680.128995,293.1618494,822.0453298,714.7274988,2.500524367,3.960886923,599.1319643,2824.429725,430.7961744,1282.883125,833.8768806,2.172408118,5.13971284
13,3.5,379.670803,1540.714702,285.1424144,793.0644486,696.9270245,2.640452255,3.945117796,560.585338,2588.323937,419.3943743,1236.365202,811.2591771,2.293623426,5.09017667
13,3.6,356.0450986,1416.451282,277.5841506,765.9804222,680.3202048,2.78375951,3.938883341,525.4185392,2377.078135,408.4595585,1192.942813,790.0816508,2.418000829,5.03672031
13,3.7,334.4954397,1305.378879,270.4539408,740.6173834,664.8064866,2.930387392,3.941261454,493.2738605,2187.669037,397.9949544,1152.325677,770.2334553,2.54550334,4.983548525
13,3.8,314.7952438,1205.826909,263.7202303,716.8202047,650.295432,3.080276648,3.951239584,463.8370527,2017.481853,387.9953896,1114.258043,751.6133192,2.676092482,4.933966235
13,3.9,296.7470195,1116.366564,257.3533452,694.451563,636.7055497,3.233367663,3.967917862,436.8314335,1864.250378,378.4498496,1078.513767,734.1286776,2.809728448,4.890338161
13,4,280.1781115,1035.77185,251.3256369,673.3894852,623.9632771,3.389600588,3.990655055,412.0128703,1726.006472,369.3433851,1044.892203,717.6948803,2.946370251,4.85415783
13,4.1,264.937139,962.9874893,245.6115129,653.5252861,612.0020916,3.548915459,4.019158669,389.1654998,1601.03738,360.6585271,1013.214751,702.2344697,3.085975868,4.826178787
13,4.2,250.8910051,897.1023905,240.1873946,634.7618261,600.7617334,3.711252315,4.053521711,368.0980641,1487.849599,352.3763293,983.3219513,687.6765237,3.228502369,4.80657224
13,4.3,237.922374,837.3276345,235.03163,617.0120349,590.1875239,3.876551288,4.0942097,348.6407689,1385.138221,344.4771292,955.0710148,673.9560592,3.373906047,4.795087711
13,4.4,225.9275386,782.9781511,230.124382,600.1976536,580.2297676,4.044752705,4.142002377,330.6425825,1291.760881,336.9410972,928.3337295,661.0134906,3.522142533,4.791203099
13,4.5,214.8146093,733.4574123,225.4475033,584.2481595,570.8432262,4.215797162,4.197894497,313.968908,1206.715579,329.7486272,902.9946678,648.7941389,3.673166908,4.794257254
13,4.6,204.5019729,688.2446045,220.9844068,569.0998432,561.9866546,4.389625602,4.262958886,298.4995733,1129.12175,322.880607,878.949651,637.2477875,3.826933804,4.803562069
13,4.7,194.916976,646.8838463,216.7199386,554.695014,553.6223916,4.566179385,4.338172368,284.1270925,1058.204089,316.3186009,856.1044276,626.3282791,3.983397502,4.818493096
13,4.8,185.9947974,608.9750954,212.6402542,540.9813125,545.7159978,4.745400346,4.424201711,270.7551571,993.2787061,310.0449664,834.3735328,615.9931522,4.142512019,4.838558654
13,4.9,177.6774797,574.1664596,208.7327033,527.9111152,538.2359348,4.927230852,4.521143326,258.2973256,933.7412381,304.0429215,813.6792992,606.2033108,4.304231198,4.863447801
13,5,169.9130944,542.1476738,204.9857206,515.4410161,531.1532805,5.111613848,4.628208435,246.6758829,879.056644,298.2965776,793.9509979,596.9227265,4.468508776,4.893057851
13,5.1,162.6550221,512.6445537,201.3887263,503.5313749,524.4414759,5.298492903,4.743347054,235.8208446,828.7504122,292.7909458,775.1240894,588.1181682,4.635298465,4.92750241
13,5.2,155.8613283,485.4142645,197.9320344,492.145921,518.0761,5.48781225,4.862812014,225.6690877,782.4009794,287.5119262,757.1395687,579.7589579,4.804554015,4.967101151
13,5.3,149.4942217,460.2412755,194.6067687,481.2514065,512.0346686,5.679516817,4.980682131,216.1635886,739.6331804,282.4462834,739.9433912,571.8167494,4.976229277,5.01235277
13,5.4,143.5195831,436.9338923,191.4047876,470.8173006,506.2964546,5.873552259,5.095007082,207.2527556,700.1125789,277.5816144,723.4859678,564.265328,5.150278257,5.063892489
13,5.5,137.9065545,415.3212763,188.3186143,460.8155208,500.842328,6.069864983,5.19968798,198.8898416,663.5405525,272.9063106,707.7217203,557.0804284,5.326655174,5.122435245
13,5.6,132.6271797,395.2508769,185.3413753,451.2201938,495.6546112,6.268402171,5.298923648,191.0324278,629.6500235,268.409517,692.608688,550.2395705,5.505314505,5.188705077
13,5.7,127.6560898,376.5862142,182.4667438,442.0074454,490.7169503,6.469111802,5.393065765,183.6419681,598.2017456,264.08109,678.1081802,543.7219095,5.68621103,5.26335043
13,5.8,122.9702266,359.2049598,179.6888892,433.1552119,486.0141989,6.671942664,5.48245199,176.683387,568.9810673,259.9115545,664.1844665,537.5081004,5.869299872,5.346844161
13,5.9,118.5485999,342.9972723,177.0024316,424.643074,481.5323137,6.876844369,5.567404328,170.1247235,541.7951077,255.8920622,650.8045025,531.5801748,6.054536538,5.439366125
13,6,114.372073,327.8643495,174.4024002,416.4521074,477.2582602,7.083767366,5.648228142,163.9368163,516.4702859,252.014351,637.9376845,525.921429,6.241876946,5.540665739
13,6.1,110.4231737,313.7171679,171.8841966,408.5647498,473.179928,7.292662947,5.725211656,158.0930236,492.8501592,248.2707056,625.5556306,520.5163216,6.431277462,5.649902013
13,6.2,106.6859264,300.475382,169.4435611,400.9646817,469.2860535,7.503483253,5.798625858,152.5689752,470.7935254,244.6539204,613.6319848,515.3503811,6.622694925,5.765459922
13,6.3,103.1457045,288.0663614,167.0765431,393.636719,465.5661511,7.716181284,5.868724683,147.3423503,450.1727567,241.1572642,602.1422412,510.410121,6.81608667,5.884744986
13,6.4,99.78909768,276.4243467,164.7794732,386.5667172,462.0104497,7.930710894,5.935745425,142.3926811,430.8723336,237.7744471,591.063586,505.6829631,7.011410556,6.003963387
13,6.5,96.6037953,265.4897088,162.5489396,379.7414843,458.6098356,8.147026798,5.999909303,137.7011766,412.7875522,234.4995893,580.3747558,501.1571668,7.208624979,6.117903463
13,6.6,93.57848161,255.2082967,160.3817651,373.1487031,455.3558011,8.365084568,6.061422128,133.2505649,395.8233845,231.3271919,570.055909,496.8217651,7.407688893,6.26930405
13,6.7,90.70274254,245.5308632,158.2749878,366.7768601,452.2403966,8.584840634,6.120475055,129.0249528,379.8934704,228.25211,560.0885101,492.6665054,7.608561828,6.358759808
13,6.8,87.96698234,236.412557,156.2258428,360.6151817,449.2561882,8.806252278,6.177245364,125.0096991,364.9192257,225.2695274,550.4552253,488.6817964,7.811203896,6.445654333
13,6.9,85.36234894,227.8124748,154.2317457,354.653576,446.3962181,9.029277633,6.231897266,121.1913019,350.8290511,222.3749329,541.1398275,484.8586585,8.015575811,6.530073783
13,7,82.88066696,219.6932628,152.2902781,348.8825805,443.6539693,9.253875675,6.284582705,117.5572962,337.5576304,219.5640991,532.1271101,481.1886786,8.221638894,6.61210297
13,7.1,80.51437761,212.020765,150.3991742,343.2933139,441.0233324,9.480006219,6.335442154,114.0961626,325.0453069,216.8330617,523.4028088,477.6639691,8.42935508,6.691825132
13,7.2,78.25648463,204.7637085,148.5563082,337.8774326,438.498576,9.707629912,6.384605384,110.7972446,313.2375274,214.1781011,514.9535305,474.2771299,8.63868693,6.769321741
13,7.3,76.10050558,197.8934254,146.759684,332.6270911,436.0743194,9.936708224,6.432192205,107.6506743,302.0843478,211.5957249,506.7666884,471.0212133,8.849597631,6.844672364
13,7.4,74.04042789,191.3836032,145.0074243,327.5349052,433.7455072,10.16720344,6.478313175,104.647305,291.5399909,209.0826524,498.8304428,467.8896922,9.062051003,6.917954542
13,7.5,72.07066927,185.2100629,143.2977623,322.5939194,431.5073867,10.39907865,6.523070273,101.7786506,281.5624515,206.6357992,491.1336469,464.8764304,9.276011499,6.989243709
13,7.6,70.18604177,179.3505604,141.6290328,317.7975761,429.3554862,10.63229775,6.566557536,99.03683019,272.1131432,204.2522639,483.6657975,461.9756559,9.491444212,7.058613128
13,7.7,68.38171934,173.784608,139.999665,313.139688,427.2855962,10.86682541,6.608861651,96.41451862,263.156582,201.9293155,476.4169892,459.1819352,9.708314868,7.126133856
13,7.8,66.65320841,168.4933154,138.4081751,308.6144123,425.2937508,11.10262709,6.650062522,93.90490087,254.6601021,199.6643813,469.3778735,456.490151,9.926589832,7.19187472
13,7.9,64.99632114,163.459246,136.8531607,304.2162274,423.3762117,11.33966901,6.690233784,91.50163112,246.5936006,197.4550365,462.5396199,453.8954802,10.1462361,7.255902311
13,8,63.40715115,158.6662883,135.3332943,299.9399111,421.5294529,11.57791814,6.729443294,89.19879536,238.9293087,195.2989939,455.8938813,451.3933749,10.36722132,7.318280994
13,8.1,61.88205146,154.0995396,133.8473186,295.780521,419.7501465,11.8173422,6.767753583,86.9908773,231.6415847,193.1940949,449.4327614,448.9795437,10.58951374,7.379072923
13,8.2,60.41761434,149.7452016,132.3940413,291.733376,418.0351498,12.05790964,6.805222272,84.87272745,224.7067279,191.1383007,443.1487851,446.649935,10.81308226,7.438338071
13,8.3,59.01065297,145.5904859,130.9723306,287.7940394,416.3814934,12.29958965,6.841902465,82.83953479,218.1028109,189.1296842,437.0348708,444.4007217,11.03789639,7.496134261
13,8.4,57.65818472,141.6235287,129.5811117,283.9583029,414.78637,12.54235211,6.877843101,80.88680096,211.8095274,187.1664231,431.0843053,442.2282866,11.26392626,7.55251721
13,8.5,56.35741583,137.8333136,128.2193621,280.2221731,413.2471241,12.78616759,6.913089293,79.01031672,205.8080554,185.2467929,425.2907204,440.129209,11.49114263,7.607540574
13,8.6,55.10572742,134.2096015,126.8861093,276.581857,411.7612424,13.03100737,6.947682626,77.20614031,200.0809327,183.3691602,419.6480707,438.1002523,11.71951684,7.661255996
13,8.7,53.90066269,130.7428673,125.5804264,273.0337504,410.3263454,13.27684338,6.981661448,75.47057771,194.6119441,181.5319774,414.1506144,436.1383526,11.94902085,7.713713161
13,8.8,52.73991513,127.4242422,124.3014304,269.5744261,408.9401783,13.52364824,7.015061123,73.80016455,189.3860194,179.7337769,408.7928938,434.2406079,12.17962721,7.764959846
13,8.9,51.62131783,124.2454617,123.0482784,266.2006233,407.6006045,13.77139519,7.047914272,72.19164947,184.3891406,177.9731662,403.5697186,432.4042682,12.41130906,7.815041981
13,9,50.54283351,121.1988172,121.8201659,262.9092375,406.3055975,14.02005813,7.080250994,70.64197889,179.6082574,176.2488231,398.4761499,430.6267263,12.64404012,7.864003707
13,9.1,49.50254543,118.2771133,120.6163241,259.6973116,405.0532348,14.26961158,7.112099071,69.14828299,175.0312103,174.5594914,393.5074847,428.9055091,12.87779469,7.911887426
13,9.2,48.49864909,115.473628,119.4360178,256.5620272,403.8416918,14.52003067,7.143484148,67.70786281,170.6466609,172.9039768,388.6592429,427.2382695,13.11254762,7.958733868
13,9.3,47.52944444,112.7820764,118.2785437,253.5006966,402.6692357,14.77129114,7.174429911,66.3181784,166.4440277,171.2811433,383.9271537,425.6227792,13.34827433,8.004582143
13,9.4,46.59332883,110.196578,117.1432282,250.5107553,401.5342205,15.0233693,7.204958243,64.97683788,162.4134284,169.6899095,379.3071439,424.0569216,13.5849508,8.049469801
13,9.5,45.68879047,107.711626,116.0294258,247.589755,400.4350818,15.27624206,7.235089365,63.68158737,158.5456261,168.1292453,374.7953269,422.5386851,13.82255352,8.093432885
13,9.6,44.81440232,105.3220603,114.9365177,244.7353575,399.3703324,15.5298869,7.264841974,62.43030167,154.8319808,166.598169,370.3879915,421.0661573,14.06105956,8.136505991
13,9.7,43.96881659,103.0230419,113.8639103,241.9453283,398.3385574,15.78428184,7.294233364,61.22097571,151.2644053,165.0957444,366.0815931,419.6375193,14.30044648,8.178722316
13,9.8,43.15075948,100.8100293,112.8110334,239.2175308,397.3384108,16.03940544,7.323279536,60.05171655,147.8353239,163.6210782,361.872744,418.2510402,14.54069236,8.22011372
13,9.9,42.35902648,98.67875769,111.7773396,236.5499215,396.3686113,16.29523682,7.351995306,58.92073612,144.537635,162.1733176,357.7582047,416.9050721,14.78177581,8.260710769
13,10,41.5924779,96.62521925,110.7623027,233.9405448,395.4279385,16.5517556,7.380394396,57.82634436,141.3646771,160.7516476,353.7348766,415.5980459,15.02367592,8.30054279
14,1,5401.823456,45297.38504,329.2782012,4619.305574,2279.562801,0.273152318,0.573858922,6473.812425,55633.62525,415.5461641,7596.362745,2479.926189,0.257765849,0.57360789
14,1.1,4579.395492,37097.29332,332.3015177,4007.089349,2109.360815,0.319039685,0.656557076,5614.617958,46834.9593,404.3101128,6560.574182,2320.314663,0.298922583,0.615042558
14,1.2,3914.984841,30648.38225,340.0254282,3526.272254,1959.63194,0.368722562,0.764138145,4907.150574,39811.54903,400.3971467,5750.42448,2179.443391,0.343001921,0.674387331
14,1.3,3372.681527,25521.89996,351.4455583,3140.173337,1827.096983,0.422258884,0.905058942,4316.186051,34101.21844,401.9348393,5102.298407,2053.328577,0.390069414,0.754143009
14,1.4,2925.930366,21408.40079,365.9046794,2824.317035,1709.193808,0.479693975,1.091325773,3816.955028,29391.92494,407.7216684,4573.904175,1939.254848,0.440186136,0.857405434
14,1.5,2554.785541,18080.07517,382.9522556,2561.814905,1603.867502,0.541062004,1.337846183,3391.413652,25464.94706,416.9568407,4136.158416,1835.318061,0.493407473,0.987891233
14,1.6,2244.063642,15366.53699,402.26522,2340.677205,1509.435677,0.606387172,1.660208457,3026.015795,22161.68076,429.0887904,3768.478225,1740.134937,0.549782597,1.149896092
14,1.7,1982.069548,13138.6799,423.6012415,2152.181131,1424.498858,0.675684731,2.069197459,2710.332527,19363.63082,443.7262551,3455.932585,1652.659714,0.609354322,1.34818601
14,1.8,1759.699412,11297.59356,446.7701054,1989.844335,1347.878615,0.748961857,2.560010098,2436.166079,16979.98079,460.583993,3187.455648,1572.068756,0.672159176,1.587813424
14,1.9,1569.798264,9766.773165,471.6156337,1848.758865,1278.573278,0.826218422,3.095646948,2196.961831,14939.63199,479.4484974,2954.690528,1497.688039,0.738227587,1.873847982
14,2,1406.693178,8486.539223,467.5970583,1725.147088,1215.725141,0.907447686,3.589585308,1987.405563,13185.94641,500.1556923,2751.220403,1428.947551,0.807584139,2.211015033
14,2.1,1265.849638,7409.977851,458.9970968,1616.058448,1158.595457,0.992636916,3.903150797,1803.13939,11673.16843,522.5760392,2572.044719,1365.352539,0.880247849,2.603242958
14,2.2,1143.615647,6499.948742,447.8711143,1519.157927,1106.544872,1.081767951,4.09455005,1640.555973,10363.91609,546.6043659,2413.214637,1306.46521,0.956232468,3.053132377
14,2.3,1037.029193,5726.855373,435.2994247,1432.575653,1059.017809,1.174817723,4.230148338,1496.645831,9227.372544,572.1527818,2271.5744,1251.892929,1.035546776,3.561375071
14,2.4,943.6719951,5066.967143,422.0346907,1354.798119,1015.529793,1.27175873,4.318955214,1368.881645,8237.948196,570.523182,2144.574655,1201.280408,1.118194884,4.126166337
14,2.5,861.5574169,4501.14591,408.5878346,1284.588275,975.6570257,1.37255947,4.372125531,1255.128985,7374.268145,562.4584732,2030.135579,1154.304349,1.20417652,4.54043597
14,2.6,789.0438639,4013.871949,395.2959176,1220.925996,939.0277325,1.477184847,4.393535064,1153.57635,6618.390505,552.3040268,1926.545106,1110.669583,1.293487313,4.831639493
14,2.7,724.7673555,3592.493592,382.3732713,1162.963146,905.3149093,1.585596542,4.387005834,1062.67961,5955.192739,540.747677,1832.38224,1070.106143,1.386119063,5.018948531
14,2.8,667.5886484,3226.645374,369.9489035,1109.989274,874.2302144,1.697753357,4.358206765,981.1173986,5371.883152,528.3162895,1746.458605,1032.366903,1.48206,5.148100661
14,2.9,616.5514899,2907.79404,358.0933476,1061.405114,845.5187925,1.813611529,4.314172161,907.7549512,4857.607564,515.4073507,1667.773383,997.2255817,1.581295041,5.239560894
14,3,570.8494471,2628.882273,346.8376812,1016.701936,818.954871,1.933125031,4.26214183,841.614555,4403.129682,502.3162857,1595.478237,964.4749981,1.683806025,5.301084064
14,3.1,529.7993916,2384.047536,336.1868661,975.4452819,794.3380001,2.056245836,4.208551853,781.85124,4000.569397,489.2591208,1528.849735,933.9254904,1.789571941,5.335623871
14,3.2,492.820181,2168.399046,326.1290275,937.2620595,771.4898306,2.182924172,4.158451237,727.7326582,3643.187199,476.3907853,1467.267502,905.4034747,1.898569153,5.345377875
14,3.3,459.4154263,1977.839967,316.6418578,901.8302084,750.2513468,2.31310875,4.115327282,678.6223448,3325.205681,463.8196218,1410.196742,878.7501119,2.010771604,5.333381319
14,3.4,429.1594892,1808.924962,307.6969968,868.8703708,730.4804825,2.446746982,4.081214032,633.9657287,3041.661124,451.6187418,1357.174177,853.820073,2.126151015,5.303747003
14,3.5,401.6860472,1658.745554,299.2629963,838.1391263,712.0500628,2.583785176,4.056952306,593.278394,2788.279668,439.8348289,1307.796641,830.4803942,2.244677076,5.261283841
14,3.6,376.6787123,1524.837451,291.3072961,809.4234614,694.8460223,2.724168716,4.042504028,556.136192,2561.373659,428.4949129,1261.711759,808.6094169,2.366317625,5.210941353
14,3.7,353.8632983,1405.105311,283.797516,782.536222,678.7658606,2.867842233,4.037262282,522.1668856,2357.754651,417.6115535,1218.610306,788.0958085,2.491038814,5.157318155
14,3.8,333.0014213,1297.7614,276.7022734,757.3123503,663.7172996,3.014749755,4.04032745,491.0430654,2174.66021,407.1867875,1178.219879,768.8376598,2.618805277,5.104329801
14,3.9,313.8851797,1201.275397,269.9916759,733.6057549,649.6171137,3.164834853,4.050737018,462.4761265,2009.69219,397.2151202,1140.299649,750.7416553,2.749580277,5.055045669
14,4,296.3327147,1114.333137,263.6375937,711.2866941,636.39011,3.318040764,4.067645186,436.2111339,1860.764563,387.6857842,1104.63597,733.7223118,2.883325853,5.01166312
14,4.1,280.1844925,1035.802598,257.6137817,690.2395761,623.9682357,3.47431052,4.090451961,412.0224327,1726.059244,378.5844348,1071.038701,717.7012828,3.020002956,4.975574995
14,4.2,265.3001777,964.7057416,251.8959042,670.3611036,612.2897967,3.633587047,4.118882966,389.7098872,1603.988606,369.8944177,1039.3381,702.606722,3.159571575,4.947490159
14,4.3,251.5559956,900.1951248,246.461496,651.5586988,601.2987721,3.795813271,4.153022154,369.0956494,1493.163615,361.5977081,1009.382192,688.3727036,3.30199086,4.927576661
14,4.4,238.8424994,841.5344072,241.2898835,633.7491636,590.9442107,3.960932208,4.193300551,350.021378,1392.366693,353.675603,981.0345344,674.9386945,3.447219235,4.915607446
14,4.5,227.062674,788.082053,236.362084,616.8575341,581.1797005,4.128887043,4.240444846,332.345838,1300.528559,346.1092243,954.172306,662.2490736,3.595214505,4.91109686
14,4.6,216.1303199,739.2776582,231.6606921,600.8160969,571.9628996,4.299621212,4.295389666,315.9428256,1216.708435,338.8798794,928.6846684,650.2526961,3.745933958,4.913421857
14,4.7,205.9686727,694.630446,227.1697638,585.5635429,563.2551221,4.473078465,4.359156376,300.6993697,1140.077099,331.9693149,904.4713578,638.9024968,3.899334452,4.92192519
14,4.8,196.5092198,653.7095573,222.8746995,571.0442353,555.0209715,4.649202932,4.432699182,286.5141709,1069.902339,325.3598888,881.4414676,628.1551306,4.055372514,4.935999666
14,4.9,187.6906826,616.1358324,218.7621323,557.2075754,547.2280154,4.827939175,4.516716416,273.2962427,1005.536468,319.0346831,859.5123952,617.9706464,4.214004411,4.955153353
14,5,179.4581409,581.5748344,214.8198217,544.0074507,539.8464963,5.009232242,4.611421943,260.9637279,946.4055589,312.9775712,838.6089256,608.3121908,4.375186233,4.979056043
14,5.1,171.7622747,549.7309113,211.036554,531.4017535,532.849075,5.193027712,4.716269638,249.4428646,892.0001743,307.1732525,818.6624336,599.1457401,4.538873965,5.007567514
14,5.2,164.5587079,520.3421285,207.4020502,519.3519597,526.2106008,5.379271732,4.829624539,238.6670814,841.8673549,301.6072622,799.6101851,590.439856,4.705023547,5.040748381
14,5.3,157.8074391,493.1759319,203.9068814,507.8227594,519.9079074,5.567911056,4.948379618,228.5762048,795.6036864,296.2659649,781.3947263,582.1654652,4.873590945,5.078854551
14,5.4,151.4723448,468.0254285,200.5423907,496.7817317,513.91963,5.758893079,5.067529962,219.1157629,752.8492922,291.1365349,763.9633452,574.2956587,5.0445322,5.122316495
14,5.5,145.5207468,444.7061869,197.300623,486.1990583,508.2260413,5.952165861,5.184390938,210.2363731,713.2826172,286.2069292,747.2675981,566.8055093,5.217803486,5.171704552
14,5.6,139.9230337,423.0534805,194.1742605,476.0472695,502.8089048,6.147678154,5.291086428,201.8932027,676.6158918,281.4658536,731.2628908,559.6719066,5.393361154,5.227681339
14,5.7,134.652329,402.9199044,191.1565644,466.3010199,497.6513432,6.345379423,5.3923409,194.0454933,642.5911812,276.9027272,715.9081077,552.8734065,5.571161785,5.290941893
14,5.8,129.6841999,384.1733122,188.2413221,456.9368891,492.7377191,6.545219864,5.488493588,186.6561392,610.976939,272.5076441,701.1652833,546.3900944,5.751162224,5.362141551
14,5.9,124.9964009,366.695026,185.4227996,447.9332037,488.0535293,6.747150422,5.579871489,179.6913156,581.5649945,268.2713345,686.9993088,540.2034611,5.933319622,5.441810816
14,6,120.5686472,350.3782783,182.6956982,439.2698789,483.5853073,6.951122802,5.666787611,173.1201484,554.167917,264.1851268,673.3776717,534.2962893,6.117591469,5.530255638
14,6.1,116.3824157,335.1268553,180.0551155,430.9282772,479.3205374,7.15708948,5.749539839,166.9144201,528.6167051,260.24091,660.2702225,528.6525506,6.303935627,5.627440993
14,6.2,112.4207677,320.8539109,177.4965104,422.8910811,475.2475752,7.365003712,5.828410306,161.0483098,504.7587575,256.4310976,647.6489661,523.2573115,6.49231036,5.732855433
14,6.3,108.6681923,307.4809297,175.0156712,415.1421798,471.3555769,7.574819542,5.903665143,155.4981607,482.4560894,252.748593,635.4878748,518.0966477,6.682674358,5.845354945
14,6.4,105.1104669,294.9368174,172.6086868,407.6665663,467.6344348,7.786491807,5.975554526,150.2422725,461.5837614,249.1867567,623.7627203,513.1575655,6.874986763,5.962986239
14,6.5,101.7345335,283.1571018,170.2719208,400.4502456,464.0747183,7.999976136,6.044312951,145.2607166,442.0284944,245.7393753,612.4509222,508.4279309,7.069207188,6.082793105
14,6.6,98.52838826,272.0832297,168.001988,393.4801516,460.667621,8.215228958,6.110159678,140.5351707,423.6874454,242.400632,601.531412,503.8964034,7.265295738,6.20061525
14,6.7,95.48098252,261.6619471,165.7957334,386.7440717,457.404912,8.432207499,6.173299282,136.0487701,406.4671255,239.1650796,590.9845094,499.552377,7.463213027,6.310897482
14,6.8,92.58213498,251.8447515,163.6502125,380.230579,454.2788921,8.650869781,6.233922299,131.7859752,390.2824412,236.0276144,580.7918117,495.3859248,7.662920193,6.457650353
14,6.9,89.82245251,242.5874078,161.5626743,373.9289706,451.2823532,8.871174621,6.292205917,127.7324519,375.055844,232.9834529,570.9360919,491.3877492,7.86437891,6.546254748
14,7,87.19325937,233.849519,159.5305453,367.8292116,448.4085417,9.093081626,6.348314692,123.8749641,360.7165752,230.0281088,561.4012081,487.5491356,8.067551401,6.632387129
14,7.1,84.68653356,225.5941451,157.5514154,361.9218843,445.6511249,9.316551193,6.402401283,120.2012771,347.1999936,227.157373,552.1720196,483.8619103,8.272400448,6.716129139
14,7.2,82.29484954,217.7874648,155.6230247,356.1981417,443.0041602,9.541544499,6.454607176,116.7000709,334.4469779,224.3672936,543.2343114,480.3184017,8.478889398,6.797561106
14,7.3,80.01132671,210.3984733,153.7432517,350.6496654,440.462067,9.7680235,6.505063397,113.3608608,322.4033925,221.6541589,534.5747252,476.9114048,8.686982176,6.87676184
14,7.4,77.82958287,203.398714,151.9101027,345.2686269,438.0196009,9.99595092,6.553891206,110.173927,311.0196112,219.0144799,526.1806964,473.6341478,8.896643281,6.953808481
14,7.5,75.74369218,196.7620377,150.1217017,340.0476526,435.6718299,10.22529025,6.601202758,107.1302501,300.2500911,216.4449756,518.0403967,470.4802626,9.107837801,7.028776369
14,7.6,73.74814721,190.4643885,148.3762821,334.9797911,433.4141126,10.45600573,6.647101746,104.2214529,290.0529913,213.9425585,510.1426813,467.4437566,9.320531409,7.101738948
14,7.7,71.83782449,184.4836107,146.6721778,330.0584838,431.2420782,10.68806236,6.691683997,101.4397475,280.3898307,211.5043214,502.4770407,464.5189871,9.534690368,7.172767693
14,7.8,70.00795334,178.7992766,145.0078164,325.2775381,429.1516081,10.92142586,6.735038045,98.77788787,271.2251815,209.127525,495.0335564,461.7006376,9.750281533,7.241932059
14,7.9,68.25408751,173.3925316,143.3817121,320.6311018,427.138819,11.15606269,6.777245668,96.22912574,262.5263933,206.809587,487.8028606,458.9836961,9.967272349,7.309299445
14,8,66.5720795,168.2459546,141.7924596,316.1136407,425.2000469,11.39194004,6.81838239,93.78717147,254.2633451,204.5480711,480.7760985,456.3634345,10.18563086,7.374935181
14,8.1,64.95805707,163.3434324,140.2387285,311.7199171,423.3318328,11.6290258,6.85851795,91.44615779,246.4082218,202.3406776,473.9448943,453.8353904,10.40532568,7.43890252
